from,to,line,seconds
358,359,Green Line (Inderlok => Brigadier Hoshiyar Singh),87.2
358,450,Green Line (Brigadier Hoshiyar Singh => Inderlok),95.4
359,358,Green Line (Brigadier Hoshiyar Singh => Inderlok),87.2
359,404,Green Line (Inderlok => Brigadier Hoshiyar Singh),126.3
360,247,Pink Line (Maujpur - Babarpur → Shiv Vihar),188.9
360,340,Pink Line (Shiv Vihar → Maujpur - Babarpur),164.9
361,256,Blue Line (Noida Electronic City → Dwarka Sector 21),121.8
361,461,Blue Line (Dwarka Sector 21 → Noida Electronic City),110.6
362,230,Violet Line (Kashmere Gate → Raja Nahar Singh),136.8
362,386,Violet Line (Raja Nahar Singh → Kashmere Gate),155.6
363,274,Magenta Line (Botanical Garden → Krishna Park Extension),142.8
363,310,Magenta Line (Krishna Park Extension → Botanical Garden),75.0
364,308,Violet Line (Raja Nahar Singh → Kashmere Gate),110.7
364,310,Violet Line (Kashmere Gate → Raja Nahar Singh),79.1
365,318,Red Line (Rithala → Shaheed Sthal),126.3
365,323,Red Line (Shaheed Sthal → Rithala),125.1
366,432,Pink Line (Maujpur - Babarpur → Shiv Vihar),115.9
366,433,Pink Line (Shiv Vihar → Maujpur - Babarpur),143.0
367,343,Blue Line (Noida Electronic City → Dwarka Sector 21),96.7
367,374,Blue Line (Dwarka Sector 21 → Noida Electronic City),115.2
368,239,Yellow Line (Millennium City Centre → Samaypur Badli),78.0
368,407,Yellow Line (Samaypur Badli → Millennium City Centre),130.2
369,439,Airport Express Line (New Delhi Airport Express Terminal → Dwarka Sector 25),200.0
370,329,Blue Line (Vaishali → Yamuna Bank),117.6
370,396,Blue Line (Yamuna Bank → Vaishali),104.4
371,373,Blue Line (Noida Electronic City → Dwarka Sector 21),132.9
371,377,Blue Line (Dwarka Sector 21 → Noida Electronic City),98.2
372,381,Blue Line (Noida Electronic City → Dwarka Sector 21),132.9
373,234,Blue Line (Noida Electronic City → Dwarka Sector 21),130.3
373,371,Blue Line (Dwarka Sector 21 → Noida Electronic City),132.8
374,367,Blue Line (Noida Electronic City → Dwarka Sector 21),114.7
374,375,Blue Line (Dwarka Sector 21 → Noida Electronic City),101.7
375,374,Blue Line (Noida Electronic City → Dwarka Sector 21),101.8
375,376,Blue Line (Dwarka Sector 21 → Noida Electronic City),120.9
376,234,Blue Line (Dwarka Sector 21 → Noida Electronic City),116.7
376,375,Blue Line (Noida Electronic City → Dwarka Sector 21),121.0
377,371,Blue Line (Noida Electronic City → Dwarka Sector 21),98.2
377,378,Blue Line (Dwarka Sector 21 → Noida Electronic City),122.2
378,377,Blue Line (Noida Electronic City → Dwarka Sector 21),122.1
378,380,Blue Line (Dwarka Sector 21 → Noida Electronic City),126.6
379,380,Blue Line (Noida Electronic City → Dwarka Sector 21),104.8
379,381,Blue Line (Dwarka Sector 21 → Noida Electronic City),122.8
380,378,Blue Line (Noida Electronic City → Dwarka Sector 21),127.0
380,379,Blue Line (Dwarka Sector 21 → Noida Electronic City),104.8
381,372,Blue Line (Dwarka Sector 21 → Noida Electronic City),132.8
381,379,Blue Line (Noida Electronic City → Dwarka Sector 21),122.8
382,278,Magenta Line (Deepali Chowk → Majlis Park),143.5
382,332,Magenta Line (Majlis Park → Deepali Chowk),142.2
383,234,Magenta Line (Krishna Park Extension → Botanical Garden),179.3
383,309,Magenta Line (Botanical Garden → Krishna Park Extension),166.5
384,310,Magenta Line (Botanical Garden → Krishna Park Extension),98.2
384,447,Magenta Line (Krishna Park Extension → Botanical Garden),121.7
385,295,Magenta Line (Botanical Garden → Krishna Park Extension),60.0
385,301,Magenta Line (Krishna Park Extension → Botanical Garden),187.5
386,227,Violet Line (Raja Nahar Singh → Kashmere Gate),140.4
386,362,Violet Line (Kashmere Gate → Raja Nahar Singh),156.6
387,244,Magenta Line (Botanical Garden → Krishna Park Extension),151.9
387,416,Magenta Line (Krishna Park Extension → Botanical Garden),319.6
388,241,Magenta Line (Krishna Park Extension → Botanical Garden),95.8
388,280,Magenta Line (Botanical Garden → Krishna Park Extension),165.7
389,228,Green Line (Inderlok => Brigadier Hoshiyar Singh),162.3
389,453,Green Line (Brigadier Hoshiyar Singh => Inderlok),133.4
390,333,Green Line (Brigadier Hoshiyar Singh => Inderlok),73.4
390,391,Green Line (Inderlok => Brigadier Hoshiyar Singh),104.4
391,390,Green Line (Brigadier Hoshiyar Singh => Inderlok),104.4
391,394,Green Line (Inderlok => Brigadier Hoshiyar Singh),99.0
392,237,Yellow Line (Samaypur Badli → Millennium City Centre),84.7
392,407,Yellow Line (Millennium City Centre → Samaypur Badli),126.8
393,406,Blue Line (Dwarka Sector 21 → Noida Electronic City),96.8
393,428,Blue Line (Noida Electronic City → Dwarka Sector 21),136.9
394,391,Green Line (Brigadier Hoshiyar Singh => Inderlok),99.0
394,459,Green Line (Inderlok => Brigadier Hoshiyar Singh),122.3
395,397,Red Line (Rithala → Shaheed Sthal),87.6
395,435,Red Line (Shaheed Sthal → Rithala),179.4
396,312,Blue Line (Yamuna Bank → Vaishali),133.6
396,370,Blue Line (Vaishali → Yamuna Bank),104.6
397,395,Red Line (Shaheed Sthal → Rithala),87.6
397,456,Red Line (Rithala → Shaheed Sthal),95.1
398,222,Green Line (Brigadier Hoshiyar Singh => Inderlok),95.5
398,399,Green Line (Inderlok => Brigadier Hoshiyar Singh),58.4
399,265,Pink Line (Maujpur - Babarpur → Shiv Vihar),211.4
399,398,Green Line (Brigadier Hoshiyar Singh => Inderlok),58.4
399,432,Pink Line (Shiv Vihar → Maujpur - Babarpur),186.7
399,438,Green Line (Inderlok => Brigadier Hoshiyar Singh),104.4
400,240,Yellow Line (Samaypur Badli → Millennium City Centre),138.9
400,417,Yellow Line (Millennium City Centre → Samaypur Badli),194.5
401,285,Magenta Line (Krishna Park Extension → Botanical Garden),100.6
401,353,Magenta Line (Botanical Garden → Krishna Park Extension),131.9
402,405,Red Line (Rithala → Shaheed Sthal),115.9
402,430,Red Line (Shaheed Sthal → Rithala),133.0
403,419,Violet Line (Raja Nahar Singh → Kashmere Gate),171.5
404,351,Green Line (Inderlok => Brigadier Hoshiyar Singh),137.3
404,359,Green Line (Brigadier Hoshiyar Singh => Inderlok),126.3
405,402,Red Line (Shaheed Sthal → Rithala),116.0
405,441,Red Line (Rithala → Shaheed Sthal),127.0
406,315,Blue Line (Dwarka Sector 21 → Noida Electronic City),106.8
406,393,Blue Line (Noida Electronic City → Dwarka Sector 21),97.2
407,229,Blue Line (Dwarka Sector 21 → Noida Electronic City),64.9
407,368,Yellow Line (Millennium City Centre → Samaypur Badli),130.2
407,392,Yellow Line (Samaypur Badli → Millennium City Centre),127.1
407,410,Blue Line (Noida Electronic City → Dwarka Sector 21),137.0
408,411,Blue Line (Dwarka Sector 21 → Noida Electronic City),101.3
408,451,Blue Line (Noida Electronic City → Dwarka Sector 21),118.9
409,265,Pink Line (Shiv Vihar → Maujpur - Babarpur),86.5
409,340,Pink Line (Maujpur - Babarpur → Shiv Vihar),173.5
410,303,Blue Line (Noida Electronic City → Dwarka Sector 21),107.0
410,407,Blue Line (Dwarka Sector 21 → Noida Electronic City),137.0
411,350,Blue Line (Dwarka Sector 21 → Noida Electronic City),125.8
411,408,Blue Line (Noida Electronic City → Dwarka Sector 21),101.2
412,415,Red Line (Rithala → Shaheed Sthal),108.6
413,332,Red Line (Rithala → Shaheed Sthal),81.6
413,415,Red Line (Shaheed Sthal → Rithala),139.1
414,277,Yellow Line (Samaypur Badli → Millennium City Centre),135.2
414,418,Yellow Line (Millennium City Centre → Samaypur Badli),74.8
415,412,Red Line (Shaheed Sthal → Rithala),108.7
415,413,Red Line (Rithala → Shaheed Sthal),139.1
416,387,Magenta Line (Botanical Garden → Krishna Park Extension),320.0
416,452,Magenta Line (Krishna Park Extension → Botanical Garden),186.3
417,335,Yellow Line (Millennium City Centre → Samaypur Badli),90.7
417,400,Yellow Line (Samaypur Badli → Millennium City Centre),183.9
418,414,Yellow Line (Samaypur Badli → Millennium City Centre),75.4
419,268,Violet Line (Raja Nahar Singh → Kashmere Gate),182.9
419,403,Violet Line (Kashmere Gate → Raja Nahar Singh),171.5
420,226,Violet Line (Raja Nahar Singh → Kashmere Gate),178.9
420,354,Violet Line (Kashmere Gate → Raja Nahar Singh),237.7
421,223,Pink Line (Shiv Vihar → Maujpur - Babarpur),190.9
421,342,Pink Line (Maujpur - Babarpur → Shiv Vihar),388.1
422,300,Violet Line (Raja Nahar Singh → Kashmere Gate),127.3
422,347,Violet Line (Kashmere Gate → Raja Nahar Singh),121.6
423,233,Pink Line (Shiv Vihar → Maujpur - Babarpur),123.5
423,251,Pink Line (Maujpur - Babarpur → Shiv Vihar),101.1
424,222,Green Line (Kirti Nagar => Ashok Park Main),113.1
424,321,Green Line (Ashok Park Main => Kirti Nagar),108.6
425,227,Violet Line (Kashmere Gate → Raja Nahar Singh),181.3
425,344,Violet Line (Raja Nahar Singh → Kashmere Gate),122.8
426,436,Red Line (Shaheed Sthal → Rithala),168.2
426,467,Red Line (Rithala → Shaheed Sthal),115.8
427,237,Yellow Line (Millennium City Centre → Samaypur Badli),74.7
427,330,Yellow Line (Samaypur Badli → Millennium City Centre),142.5
428,322,Blue Line (Noida Electronic City → Dwarka Sector 21),92.0
428,393,Blue Line (Dwarka Sector 21 → Noida Electronic City),136.9
429,338,Red Line (Rithala → Shaheed Sthal),115.1
429,467,Red Line (Shaheed Sthal → Rithala),125.1
430,252,Red Line (Shaheed Sthal → Rithala),127.7
430,402,Red Line (Rithala → Shaheed Sthal),133.1
431,282,Red Line (Shaheed Sthal → Rithala),96.4
432,366,Pink Line (Shiv Vihar → Maujpur - Babarpur),114.1
432,399,Pink Line (Maujpur - Babarpur → Shiv Vihar),185.3
433,224,Pink Line (Shiv Vihar → Maujpur - Babarpur),175.4
433,366,Pink Line (Maujpur - Babarpur → Shiv Vihar),142.4
434,452,Magenta Line (Botanical Garden → Krishna Park Extension),187.3
434,463,Magenta Line (Krishna Park Extension → Botanical Garden),217.1
435,289,Red Line (Shaheed Sthal → Rithala),125.1
435,395,Red Line (Rithala → Shaheed Sthal),179.4
436,316,Red Line (Shaheed Sthal → Rithala),229.0
436,426,Red Line (Rithala → Shaheed Sthal),167.5
437,306,Pink Line (Shiv Vihar → Maujpur - Babarpur),100.3
438,333,Green Line (Inderlok => Brigadier Hoshiyar Singh),115.4
438,399,Green Line (Brigadier Hoshiyar Singh => Inderlok),104.4
439,250,Airport Express Line (New Delhi Airport Express Terminal → Dwarka Sector 25),669.0
439,369,Airport Express Line (Dwarka Sector 25 → New Delhi Airport Express Terminal),199.8
440,342,Pink Line (Shiv Vihar → Maujpur - Babarpur),79.9
440,457,Pink Line (Maujpur - Babarpur → Shiv Vihar),130.8
441,348,Red Line (Rithala → Shaheed Sthal),137.8
441,405,Red Line (Shaheed Sthal → Rithala),127.0
442,276,Yellow Line (Millennium City Centre → Samaypur Badli),95.8
442,331,Yellow Line (Samaypur Badli → Millennium City Centre),136.4
443,233,Pink Line (Maujpur - Babarpur → Shiv Vihar),157.7
443,253,Pink Line (Shiv Vihar → Maujpur - Babarpur),141.4
444,292,Pink Line (Maujpur - Babarpur → Shiv Vihar),132.8
444,356,Pink Line (Shiv Vihar → Maujpur - Babarpur),154.9
445,251,Pink Line (Shiv Vihar → Maujpur - Babarpur),146.1
445,326,Pink Line (Maujpur - Babarpur → Shiv Vihar),188.5
446,451,Blue Line (Dwarka Sector 21 → Noida Electronic City),87.2
446,455,Blue Line (Noida Electronic City → Dwarka Sector 21),101.0
447,295,Magenta Line (Krishna Park Extension → Botanical Garden),122.9
447,384,Magenta Line (Botanical Garden → Krishna Park Extension),121.5
448,240,Yellow Line (Millennium City Centre → Samaypur Badli),159.7
448,271,Yellow Line (Samaypur Badli → Millennium City Centre),135.2
449,290,Blue Line (Dwarka Sector 21 → Noida Electronic City),79.4
449,337,Blue Line (Noida Electronic City → Dwarka Sector 21),89.0
450,358,Green Line (Inderlok => Brigadier Hoshiyar Singh),95.5
450,459,Green Line (Brigadier Hoshiyar Singh => Inderlok),70.9
451,408,Blue Line (Dwarka Sector 21 → Noida Electronic City),119.0
451,446,Blue Line (Noida Electronic City → Dwarka Sector 21),87.3
452,416,Magenta Line (Botanical Garden → Krishna Park Extension),185.6
452,434,Magenta Line (Krishna Park Extension → Botanical Garden),186.8
453,389,Green Line (Inderlok => Brigadier Hoshiyar Singh),133.4
453,454,Green Line (Brigadier Hoshiyar Singh => Inderlok),135.4
454,270,Green Line (Brigadier Hoshiyar Singh => Inderlok),195.2
454,453,Green Line (Inderlok => Brigadier Hoshiyar Singh),135.4
455,296,Blue Line (Noida Electronic City → Dwarka Sector 21),108.4
455,446,Blue Line (Dwarka Sector 21 → Noida Electronic City),101.0
456,316,Red Line (Rithala → Shaheed Sthal),119.4
456,397,Red Line (Shaheed Sthal → Rithala),95.1
457,267,Pink Line (Maujpur - Babarpur → Shiv Vihar),85.0
457,440,Pink Line (Shiv Vihar → Maujpur - Babarpur),144.0
458,226,Violet Line (Kashmere Gate → Raja Nahar Singh),114.4
458,347,Violet Line (Raja Nahar Singh → Kashmere Gate),208.7
459,394,Green Line (Brigadier Hoshiyar Singh => Inderlok),122.3
459,450,Green Line (Inderlok => Brigadier Hoshiyar Singh),70.8
460,297,Blue Line (Dwarka Sector 21 → Noida Electronic City),142.7
460,461,Blue Line (Noida Electronic City → Dwarka Sector 21),104.9
461,361,Blue Line (Noida Electronic City → Dwarka Sector 21),110.6
461,460,Blue Line (Dwarka Sector 21 → Noida Electronic City),104.8
462,317,Blue Line (Vaishali → Yamuna Bank),164.2
463,353,Magenta Line (Krishna Park Extension → Botanical Garden),144.1
463,434,Magenta Line (Botanical Garden → Krishna Park Extension),217.1
464,242,Yellow Line (Samaypur Badli → Millennium City Centre),115.9
464,466,Yellow Line (Millennium City Centre → Samaypur Badli),124.8
465,223,Pink Line (Maujpur - Babarpur → Shiv Vihar),121.3
465,326,Pink Line (Shiv Vihar → Maujpur - Babarpur),116.2
466,269,Yellow Line (Millennium City Centre → Samaypur Badli),92.7
466,464,Yellow Line (Samaypur Badli → Millennium City Centre),125.4
467,426,Red Line (Shaheed Sthal → Rithala),115.6
467,429,Red Line (Rithala → Shaheed Sthal),125.3
468,266,Pink Line (Shiv Vihar → Maujpur - Babarpur),121.6
468,291,Pink Line (Maujpur - Babarpur → Shiv Vihar),123.5
469,217,Blue Line (Dwarka Sector 21 → Noida Electronic City),135.1
469,290,Blue Line (Noida Electronic City → Dwarka Sector 21),192.4
469,329,Blue Line (Yamuna Bank → Vaishali),130.2
470,231,Pink Line (Maujpur - Babarpur → Shiv Vihar),151.2
470,339,Pink Line (Shiv Vihar → Maujpur - Babarpur),122.1
471,262,Airport Express Line (Dwarka Sector 25 → New Delhi Airport Express Terminal),137.4
472,483,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),673.8
472,483,Delhi–Meerut RRTS (Duhai Depot → Sarai Kale Khan),673.8
472,484,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),578.9
472,484,Delhi–Meerut RRTS (Sarai Kale Khan → Duhai Depot),578.9
473,486,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),659.2
473,693,Line 1 (Modipuram → Meerut South),114.9
474,475,Delhi–Meerut RRTS (Sarai Kale Khan → Duhai Depot),182.8
474,477,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),415.6
474,477,Delhi–Meerut RRTS (Duhai Depot → Sarai Kale Khan),415.6
474,482,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),648.1
475,474,Delhi–Meerut RRTS (Duhai Depot → Sarai Kale Khan),183.5
476,477,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),455.9
476,477,Delhi–Meerut RRTS (Sarai Kale Khan → Duhai Depot),455.9
476,484,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),471.3
476,484,Delhi–Meerut RRTS (Duhai Depot → Sarai Kale Khan),471.3
477,474,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),415.6
477,474,Delhi–Meerut RRTS (Sarai Kale Khan → Duhai Depot),415.6
477,476,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),456.0
477,476,Delhi–Meerut RRTS (Duhai Depot → Sarai Kale Khan),456.0
478,479,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),877.5
478,486,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),657.2
479,478,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),877.8
479,480,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),405.7
480,479,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),405.5
480,482,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),728.2
481,473,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),885.4
481,698,Line 1 (Modipuram → Meerut South),222.3
482,474,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),648.1
482,480,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),728.3
483,472,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),673.8
483,472,Delhi–Meerut RRTS (Sarai Kale Khan → Duhai Depot),673.8
483,485,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),457.7
483,485,Delhi–Meerut RRTS (Duhai Depot → Sarai Kale Khan),457.7
484,472,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),577.8
484,472,Delhi–Meerut RRTS (Duhai Depot → Sarai Kale Khan),577.8
484,476,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),471.3
484,476,Delhi–Meerut RRTS (Sarai Kale Khan → Duhai Depot),471.3
485,483,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),456.5
485,483,Delhi–Meerut RRTS (Sarai Kale Khan → Duhai Depot),456.5
486,478,Delhi–Meerut RRTS (Modipuram → Sarai Kale Khan),657.4
486,692,Delhi–Meerut RRTS (Sarai Kale Khan → Modipuram),658.9
487,488,Rapid MetroRail Gurgaon: S55 → Sikandarpur,75.2
487,490,Rapid MetroRail Gurgaon: Sikandarpur → S55,69.7
488,487,Rapid MetroRail Gurgaon: Sikandarpur → S55,75.2
488,491,Rapid MetroRail Gurgaon: S55 → Sikandarpur,64.6
489,493,Rapid MetroRail Gurgaon: Sikandarpur → S55,166.8
489,497,Rapid MetroRail Gurgaon: S55 → Sikandarpur,112.2
490,487,Rapid MetroRail Gurgaon: S55 → Sikandarpur,69.7
490,492,Rapid MetroRail Gurgaon: Sikandarpur → S55,70.4
491,488,Rapid MetroRail Gurgaon: Sikandarpur → S55,64.6
491,492,Rapid MetroRail Gurgaon: S55 → Sikandarpur,85.0
492,490,Rapid MetroRail Gurgaon: S55 → Sikandarpur,70.4
492,491,Rapid MetroRail Gurgaon: Sikandarpur → S55,85.0
493,489,Rapid MetroRail Gurgaon: S55 → Sikandarpur,166.8
493,494,Rapid MetroRail Gurgaon: Sikandarpur → S55,134.2
494,493,Rapid MetroRail Gurgaon: S55 → Sikandarpur,134.2
494,495,Rapid MetroRail Gurgaon: Sikandarpur → S55,163.3
495,494,Rapid MetroRail Gurgaon: S55 → Sikandarpur,163.3
495,496,Rapid MetroRail Gurgaon: Sikandarpur → S55,113.2
496,495,Rapid MetroRail Gurgaon: S55 → Sikandarpur,113.2
497,489,Rapid MetroRail Gurgaon: Sikandarpur → S55,112.2
497,490,Rapid MetroRail Gurgaon: S55 → Sikandarpur,78.0
497,490,Rapid MetroRail Gurgaon: Sikandarpur → S55,78.5
498,501,Blue Line (Raidurg –-> Nagole),139.5
498,523,Blue Line (Nagole –-> Raidurg),64.2
498,538,Red Line (Miyapur → L. B. Nagar),110.5
498,548,Red Line (L. B. Nagar → Miyapur),80.6
499,521,Red Line (L. B. Nagar → Miyapur),97.4
499,534,Red Line (Miyapur → L. B. Nagar),68.0
500,519,Red Line (L. B. Nagar → Miyapur),152.1
500,529,Red Line (Miyapur → L. B. Nagar),72.6
501,498,Blue Line (Nagole –-> Raidurg),140.4
501,543,Blue Line (Raidurg –-> Nagole),131.8
502,508,Red Line (Miyapur → L. B. Nagar),90.5
502,529,Red Line (L. B. Nagar → Miyapur),103.8
503,505,Red Line (L. B. Nagar → Miyapur),109.7
503,555,Red Line (Miyapur → L. B. Nagar),115.1
504,535,Green Line (JBS –-> MGBS),89.3
504,544,Green Line (MGBS –-> JBS),81.0
505,503,Red Line (Miyapur → L. B. Nagar),117.0
505,530,Red Line (L. B. Nagar → Miyapur),156.8
506,511,Blue Line (Nagole –-> Raidurg),86.8
506,522,Blue Line (Raidurg –-> Nagole),158.0
507,508,Red Line (L. B. Nagar → Miyapur),129.0
507,548,Red Line (Miyapur → L. B. Nagar),70.8
508,502,Red Line (L. B. Nagar → Miyapur),87.3
508,507,Red Line (Miyapur → L. B. Nagar),130.2
509,534,Red Line (L. B. Nagar → Miyapur),80.5
509,537,Red Line (Miyapur → L. B. Nagar),102.2
510,531,Green Line (JBS –-> MGBS),93.5
510,550,Green Line (MGBS –-> JBS),100.9
511,506,Blue Line (Raidurg –-> Nagole),86.9
511,545,Blue Line (Nagole –-> Raidurg),103.5
512,532,Blue Line (Raidurg –-> Nagole),89.9
512,553,Blue Line (Nagole –-> Raidurg),165.2
513,518,Red Line (Miyapur → L. B. Nagar),117.9
513,538,Red Line (L. B. Nagar → Miyapur),107.8
514,540,Green Line (JBS –-> MGBS),51.8
515,517,Red Line (Miyapur → L. B. Nagar),154.9
515,528,Red Line (L. B. Nagar → Miyapur),178.5
516,542,Blue Line (Nagole –-> Raidurg),65.8
516,547,Blue Line (Raidurg –-> Nagole),108.3
517,515,Red Line (L. B. Nagar → Miyapur),154.7
517,519,Red Line (Miyapur → L. B. Nagar),152.6
518,513,Red Line (L. B. Nagar → Miyapur),118.9
518,521,Red Line (Miyapur → L. B. Nagar),100.6
519,500,Red Line (Miyapur → L. B. Nagar),149.8
519,517,Red Line (L. B. Nagar → Miyapur),143.9
520,555,Red Line (L. B. Nagar → Miyapur),147.7
521,499,Red Line (Miyapur → L. B. Nagar),90.7
521,518,Red Line (L. B. Nagar → Miyapur),100.7
522,506,Blue Line (Nagole –-> Raidurg),158.0
522,542,Blue Line (Raidurg –-> Nagole),117.6
523,498,Blue Line (Raidurg –-> Nagole),64.8
523,556,Blue Line (Nagole –-> Raidurg),133.2
524,552,Green Line (MGBS –-> JBS),60.5
525,526,Red Line (Miyapur → L. B. Nagar),91.2
525,537,Red Line (L. B. Nagar → Miyapur),68.8
526,525,Red Line (L. B. Nagar → Miyapur),91.5
526,536,Red Line (Miyapur → L. B. Nagar),112.6
527,549,Blue Line (Nagole –-> Raidurg),157.7
527,553,Blue Line (Raidurg –-> Nagole),130.2
528,515,Red Line (Miyapur → L. B. Nagar),178.6
529,500,Red Line (L. B. Nagar → Miyapur),71.2
529,502,Red Line (Miyapur → L. B. Nagar),102.0
530,505,Red Line (Miyapur → L. B. Nagar),156.6
530,536,Red Line (L. B. Nagar → Miyapur),101.7
531,510,Green Line (MGBS –-> JBS),93.3
531,544,Green Line (JBS –-> MGBS),130.5
532,512,Blue Line (Nagole –-> Raidurg),90.1
532,551,Blue Line (Raidurg –-> Nagole),124.0
533,554,Blue Line (Nagole –-> Raidurg),107.2
534,499,Red Line (L. B. Nagar → Miyapur),65.1
534,509,Red Line (Miyapur → L. B. Nagar),82.8
535,504,Green Line (MGBS –-> JBS),89.3
535,552,Green Line (JBS –-> MGBS),133.8
536,526,Red Line (L. B. Nagar → Miyapur),112.6
536,530,Red Line (Miyapur → L. B. Nagar),101.8
537,509,Red Line (L. B. Nagar → Miyapur),98.6
537,525,Red Line (Miyapur → L. B. Nagar),58.0
538,498,Red Line (L. B. Nagar → Miyapur),103.6
538,513,Red Line (Miyapur → L. B. Nagar),111.4
539,541,Blue Line (Nagole –-> Raidurg),125.4
539,549,Blue Line (Raidurg –-> Nagole),125.3
540,514,Green Line (MGBS –-> JBS),52.6
540,550,Green Line (JBS –-> MGBS),127.5
541,539,Blue Line (Raidurg –-> Nagole),125.4
541,546,Blue Line (Nagole –-> Raidurg),109.9
542,516,Blue Line (Raidurg –-> Nagole),65.9
542,522,Blue Line (Nagole –-> Raidurg),117.8
543,501,Blue Line (Nagole –-> Raidurg),131.2
543,546,Blue Line (Raidurg –-> Nagole),118.5
544,504,Green Line (JBS –-> MGBS),80.9
544,531,Green Line (MGBS –-> JBS),130.4
545,511,Blue Line (Raidurg –-> Nagole),104.3
546,541,Blue Line (Raidurg –-> Nagole),109.9
546,543,Blue Line (Nagole –-> Raidurg),118.6
547,516,Blue Line (Nagole –-> Raidurg),108.4
547,556,Blue Line (Raidurg –-> Nagole),74.6
548,498,Red Line (Miyapur → L. B. Nagar),80.6
548,507,Red Line (L. B. Nagar → Miyapur),80.4
549,527,Blue Line (Raidurg –-> Nagole),157.6
549,539,Blue Line (Nagole –-> Raidurg),124.6
550,510,Green Line (JBS –-> MGBS),100.3
550,540,Green Line (MGBS –-> JBS),126.2
551,532,Blue Line (Nagole –-> Raidurg),123.9
551,554,Blue Line (Raidurg –-> Nagole),108.9
552,524,Green Line (JBS –-> MGBS),59.9
552,535,Green Line (MGBS –-> JBS),133.6
553,512,Blue Line (Raidurg –-> Nagole),165.4
553,527,Blue Line (Nagole –-> Raidurg),130.3
554,533,Blue Line (Raidurg –-> Nagole),112.5
554,551,Blue Line (Nagole –-> Raidurg),108.6
555,503,Red Line (L. B. Nagar → Miyapur),119.9
555,520,Red Line (Miyapur → L. B. Nagar),147.4
556,523,Blue Line (Raidurg –-> Nagole),133.4
556,547,Blue Line (Nagole –-> Raidurg),75.3
557,558,Metro Yellow Line: Devi Ahilya Bai Holkar Terminal → Radisson Square,448.7
558,559,Metro Yellow Line: Radisson Square → Devi Ahilya Bai Holkar Terminal,132.0
559,560,Metro Yellow Line: Radisson Square → Devi Ahilya Bai Holkar Terminal,129.3
559,561,Metro Yellow Line: Devi Ahilya Bai Holkar Terminal → Radisson Square,235.5
560,559,Metro Yellow Line: Devi Ahilya Bai Holkar Terminal → Radisson Square,129.3
560,561,Metro Yellow Line: Radisson Square → Devi Ahilya Bai Holkar Terminal,108.4
561,557,Metro Yellow Line: Radisson Square → Devi Ahilya Bai Holkar Terminal,83.0
561,557,Metro Yellow Line: Devi Ahilya Bai Holkar Terminal → Radisson Square,83.0
562,564,Pink Line (Badi Chaupar --> Mansarovar),88.7
563,564,Pink Line (Mansarovar --> Badi Chaupar),112.6
563,571,Pink Line (Badi Chaupar --> Mansarovar),95.7
564,562,Pink Line (Mansarovar --> Badi Chaupar),88.7
564,563,Pink Line (Badi Chaupar --> Mansarovar),112.6
565,568,Pink Line (Mansarovar --> Badi Chaupar),137.5
565,569,Pink Line (Badi Chaupar --> Mansarovar),112.3
566,567,Pink Line (Mansarovar --> Badi Chaupar),149.0
567,566,Pink Line (Badi Chaupar --> Mansarovar),149.1
567,572,Pink Line (Mansarovar --> Badi Chaupar),105.2
568,565,Pink Line (Badi Chaupar --> Mansarovar),138.1
568,571,Pink Line (Mansarovar --> Badi Chaupar),115.3
569,565,Pink Line (Mansarovar --> Badi Chaupar),112.7
569,570,Pink Line (Badi Chaupar --> Mansarovar),74.8
570,569,Pink Line (Mansarovar --> Badi Chaupar),74.7
570,572,Pink Line (Badi Chaupar --> Mansarovar),96.7
571,563,Pink Line (Mansarovar --> Badi Chaupar),95.6
571,568,Pink Line (Badi Chaupar --> Mansarovar),114.9
572,567,Pink Line (Badi Chaupar --> Mansarovar),105.8
572,570,Pink Line (Mansarovar --> Badi Chaupar),96.7
573,582,Orange Line (Kanpur Central -> IIT Kanpur),74.8
573,583,Orange Line (IIT Kanpur -> Kanpur Central),124.0
574,581,Orange Line (Kanpur Central -> IIT Kanpur),202.7
