from,to,line,seconds
281,5,Train Rajdhani Express 22692: Hazrat Nizamuddin → Bengaluru,12568.3
281,388,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,28641.6
281,388,Train Rajdhani Express 22414: Hazrat Nizamuddin → Madgaon,28642.0
281,388,12908 Maharashtra Sampark Kranti Superfast Express,28640.9
281,408,Delhi Ring Railway,270.0
281,454,Dakshin Superfast Express: Delhi => Hyderabad,9367.7
281,454,Train Rajdhani Express 12954: Hazrat Nizamuddin → Mumbai Central,9347.5
281,735,Train Duronto Express 12286: Hazrat Nizamuddin → Secunderabad,26798.0
282,62,Train MEMU 66585: Yesvantpur → Hosur,439.2
283,33,Train MEMU 66585: Yesvantpur → Hosur,717.6
284,57,Train Rajdhani Express 22824: New Delhi → Bhubaneswar (via Tatanagar),7190.1
284,57,Train Rajdhani Express 22812: New Delhi → Bhubaneswar (via Adra),7190.1
284,68,Train Rajdhani Express 22811: Bhubaneswar → New Delhi (via Adra),7453.5
284,667,Train Rajdhani Express 22823: Bhubaneswar → New Delhi (via Tatanagar),9003.3
285,537,Chennai Central - Thiruvallur suburban line,73.5
286,118,Hyderabad MMTS: Lingampalli → Hyderabad,191.8
286,118,Hyderabad MMTS: Ramchandrapuram → Falaknuma,191.8
286,118,Hyderabad MMTS: Lingampalli → Falaknuma,191.8
286,118,Hyderabad MMTS: Lingampalli → Medchal,191.8
286,118,Hyderabad MMTS: Lingampalli → Umdanagar,191.8
286,118,Hyderabad MMTS: Lingampalli → Secunderabad,191.8
286,118,Hyderabad MMTS: Lingampalli → Ghatkesar,191.8
286,271,Hyderabad MMTS: Hyderabad → Lingampalli,197.5
286,271,Hyderabad MMTS: Umdanagar → Lingampalli,197.5
286,271,Hyderabad MMTS: Falaknuma → Ramachandrapuram,197.5
286,271,Hyderabad MMTS: Falaknuma → Lingampalli,197.5
286,271,Hyderabad MMTS: Medchal → Lingampalli,197.5
286,271,Hyderabad MMTS: Secunderabad → Lingampalli,197.5
286,271,Hyderabad MMTS: Ghatkesar → Lingampalli,197.5
287,51,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,9336.1
288,200,Train Vande Bharat Express 20641: Bengaluru Cantonment → Coimbatore,5391.2
289,41,Train Rajdhani Express 12301: Howrah → New Delhi (via Gaya),13399.8
289,75,Train Rajdhani Express 12305: Howrah → New Delhi (via Patna),6359.9
289,667,Howrah-Mumbai Mail,15865.2
289,730,Coromandel Express: Howrah => Chennai,75738.6
290,202,Train Vande Bharat Express 20661: KSR Bengaluru → Dharwad,1353.4
290,202,Train Vande Bharat Express 26752: KSR Bengaluru → Belagavi,1353.4
291,159,Train MEMU 66591: KSR Bengaluru → Kolar,840.2
292,226,Hyderabad MMTS: Secunderabad → Falaknuma,91.1
292,226,Hyderabad MMTS: Ramchandrapuram → Falaknuma,91.1
292,226,Hyderabad MMTS: Lingampalli → Falaknuma,91.1
292,226,Hyderabad MMTS: Lingampalli → Umdanagar,91.1
292,742,Hyderabad MMTS: Umdanagar → Lingampalli,163.3
292,742,Hyderabad MMTS: Falaknuma → Secunderabad,163.3
292,742,Hyderabad MMTS: Falaknuma → Ramachandrapuram,163.3
292,742,Hyderabad MMTS: Falaknuma → Hyderabad,163.3
292,742,Hyderabad MMTS: Falaknuma → Lingampalli,163.3
293,85,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,369.8
293,359,Charminar Express: Hyderabad => Chennai,9216.3
293,400,Hyderabad MMTS: Hyderabad → Lingampalli,99.4
293,400,Hyderabad MMTS: Hyderabad → Medchal,99.4
294,333,Train Express 15018: Gorakhpur → Mumbai LTT,4913.6
294,494,Train Express 15017: Mumbai LTT → Gorakhpur,2920.3
295,89,Train Express 15017: Mumbai LTT → Gorakhpur,1915.3
295,457,Train Express 15018: Gorakhpur → Mumbai LTT,554.0
296,353,Chennai MRTS: Saint Thomas Mount → Chennai Beach,72.1
296,693,Chennai MRTS: Chennai Beach → Saint Thomas Mount,57.6
297,61,Train Express 15018: Gorakhpur → Mumbai LTT,2377.4
297,108,Train Rajdhani Express 22691: Bengaluru → Hazrat Nizamuddin,5886.9
297,482,Train Rajdhani Express 22692: Hazrat Nizamuddin → Bengaluru,15227.4
297,647,Train Express 15017: Mumbai LTT → Gorakhpur,3232.4
298,634,Train Express 15018: Gorakhpur → Mumbai LTT,3586.4
298,637,Train Express 15017: Mumbai LTT → Gorakhpur,2682.5
299,256,Passenger 51974: Jaipur → Mathura,830.5
299,572,Passenger 51973: Mathura → Jaipur,575.6
300,73,Train Express 14521: Delhi → Ambala Cantonment,1534.2
300,744,Train Express 14522: Ambala Cantonment → Delhi,340.1
301,8,Unnamed Line,9006.8
301,234,Double Decker Express 12985: Jaipur → Delhi Sarai Rohilla,386.3
301,234,Passenger 51974: Jaipur → Mathura,384.9
301,267,Train Rajdhani Express 12957: Ahmedabad → New Delhi,15253.1
302,441,Train Express 15017: Mumbai LTT → Gorakhpur,3075.7
302,612,Train Express 15018: Gorakhpur → Mumbai LTT,1413.9
303,95,Train Rajdhani Express 22811: Bhubaneswar → New Delhi (via Adra),3101.8
303,168,Train Rajdhani Express 22812: New Delhi → Bhubaneswar (via Adra),4195.0
304,218,Train Express 15017: Mumbai LTT → Gorakhpur,610.4
304,592,Train Express 15018: Gorakhpur → Mumbai LTT,694.6
305,54,Ranaghat Jn-Lalgola Passenger (UnReserved),820.0
306,108,Train Rajdhani Express 22221: Mumbai CSMT → Hazrat Nizamuddin,22627.2
306,111,Train Express 15017: Mumbai LTT → Gorakhpur,1692.6
306,131,Howrah-Mumbai Mail,6117.5
306,494,Train Rajdhani Express 22222: Hazrat Nizamuddin → Mumbai CSMT,15476.6
306,514,Train Express 15018: Gorakhpur → Mumbai LTT,3214.1
307,39,Hyderabad MMTS: Umdanagar → Lingampalli,58.5
307,39,Hyderabad MMTS: Falaknuma → Secunderabad,58.5
307,39,Hyderabad MMTS: Falaknuma → Ramachandrapuram,58.5
307,39,Hyderabad MMTS: Falaknuma → Hyderabad,58.5
307,39,Hyderabad MMTS: Falaknuma → Lingampalli,58.5
307,728,Hyderabad MMTS: Secunderabad → Falaknuma,94.7
307,728,Hyderabad MMTS: Ramchandrapuram → Falaknuma,94.7
307,728,Hyderabad MMTS: Lingampalli → Falaknuma,94.7
307,728,Hyderabad MMTS: Lingampalli → Umdanagar,94.7
308,96,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,3518.1
308,536,Train Rajdhani Express 20501: Agartala → Anand Vihar Terminal,10057.8
309,603,Hyderabad MMTS: Umdanagar → Lingampalli,82.6
309,603,Hyderabad MMTS: Falaknuma → Ramachandrapuram,82.6
309,603,Hyderabad MMTS: Falaknuma → Hyderabad,82.6
309,603,Hyderabad MMTS: Falaknuma → Lingampalli,82.6
309,603,Hyderabad MMTS: Medchal → Hyderabad,82.6
309,603,Hyderabad MMTS: Medchal → Lingampalli,82.6
309,603,Hyderabad MMTS: Secunderabad → Lingampalli,82.6
309,603,Hyderabad MMTS: Secunderabad → Hyderabad,82.6
310,356,Train Rajdhani Express 12426: Jammu Tawi → New Delhi,5149.1
311,609,Train Express 15017: Mumbai LTT → Gorakhpur,383.2
311,701,Train Express 15018: Gorakhpur → Mumbai LTT,1011.1
312,381,Train MEMU 66591: KSR Bengaluru → Kolar,719.2
313,420,Train Rajdhani Express 12306: New Delhi → Howrah (via Patna),1953.1
313,536,Train Rajdhani Express 12305: Howrah → New Delhi (via Patna),13961.0
314,70,Passenger 51973: Mathura → Jaipur,360.9
314,183,Passenger 51974: Jaipur → Mathura,845.9
315,47,Varanasi-Jaunpur-Ayodhya-Barabanki railway line,9011.7
316,236,Train Gangadamodar Express 13330: Patna Junction → Dhanbad Junction,3369.9
316,672,Train Gangadamodar Express 13329: Dhanbad Junction → Patna Junction,14974.4
317,121,Passenger 51974: Jaipur → Mathura,480.6
317,256,Passenger 51973: Mathura → Jaipur,386.1
318,111,Howrah-Mumbai Mail,61614.7
318,588,Train Rajdhani Express 20817: Bhubaneswar → New Delhi (via Sambalpur City),6903.0
318,601,Train Rajdhani Express 20818: New Delhi → Bhubaneswar (via Sambalpur City),3087.9
319,70,Passenger 51974: Jaipur → Mathura,379.5
319,80,Passenger 51973: Mathura → Jaipur,491.0
320,97,Hazarduari Express: Krishnanagar => Lalgola,759.1
320,97,Ranaghat Jn-Lalgola Passenger (UnReserved),759.1
320,97,Sealdah - Lalgola MEMU Passenger,759.1
320,402,Bhagirathi Express,1423.4
320,476,Hazarduari Express: Lalgola => Krishnanagar,540.2
320,476,Lalgola - Sealdah MEMU Passenger,540.3
321,273,Diva -> Roha MEMU,294.6
322,32,Harbour Line: Goregaon → Mumbai CSMT,175.9
322,569,Harbour Line: Mumbai CSMT → Goregaon,81.8
323,32,Western Line (Slow): Virar => Churchgate,135.5
323,569,Western Line (slow): Churchgate => Virar,122.5
324,335,Vasai Road-Diva Line (main): Vasai Road => Diva,402.1
324,721,Vasai Road-Diva Line (main): Diva =>Vasai Road,350.7
325,502,Harbour Line: Mumbai CSMT → Panvel,178.8
325,502,Trans-Harbour Line: Thane => Panvel,178.9
325,604,Harbour Line: Panvel → Mumbai CSMT,102.3
325,699,Trans-Harbour Line: Panvel => Thane,162.2
326,653,Daily Express 16512: Kannur → KSR Bengaluru,2769.6
327,431,Hyderabad MMTS: Secunderabad → Falaknuma,123.0
327,431,Hyderabad MMTS: Ramchandrapuram → Falaknuma,123.0
327,431,Hyderabad MMTS: Lingampalli → Falaknuma,123.0
327,431,Hyderabad MMTS: Lingampalli → Umdanagar,123.0
327,728,Hyderabad MMTS: Umdanagar → Lingampalli,124.1
327,728,Hyderabad MMTS: Falaknuma → Secunderabad,124.1
327,728,Hyderabad MMTS: Falaknuma → Ramachandrapuram,124.1
327,728,Hyderabad MMTS: Falaknuma → Hyderabad,124.1
327,728,Hyderabad MMTS: Falaknuma → Lingampalli,124.1
328,233,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,1810.4
328,622,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,1790.6
329,496,Panvel -> Diva MEMU,172.3
329,524,Diva -> Panvel MEMU,360.0
329,524,Diva -> Roha MEMU,360.0
330,54,Sealdah - Lalgola MEMU Passenger,2012.7
330,129,Lalgola - Sealdah MEMU Passenger,1082.7
330,305,Ranaghat Jn-Lalgola Passenger (UnReserved),1194.6
331,133,Kalka Shatabdi Express: Kalka -> New Delhi,1332.3
332,473,Central Line: Mumbai CSMT → Kalyan Junction (Slow),206.4
332,675,Central Line: Kalyan Junction → Mumbai CSMT (Slow),173.6
333,126,Train Rajdhani Express 22222: Hazrat Nizamuddin → Mumbai CSMT,3203.8
333,172,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,2783.0
333,215,Central Line: Kalyan Junction → Mumbai CSMT (Fast),358.5
333,215,Central Line: Khopoli → Mumbai CSMT (Fast),358.3
333,215,Central Line: Kasara → Mumbai CSMT (Fast),371.1
333,294,Train Express 15017: Mumbai LTT → Gorakhpur,4915.0
333,346,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,2960.1
333,346,Train 11021 Chalukya Express: Dadar → Tirunelveli,2961.5
333,494,Train Rajdhani Express 22221: Mumbai CSMT → Hazrat Nizamuddin,7830.1
333,623,Central Line: Mumbai CSMT → Kasara (Fast),209.5
333,673,Central Line: Kalyan Junction → Mumbai CSMT (Slow),253.0
333,675,Train Express 15018: Gorakhpur → Mumbai LTT,1230.3
333,675,20705 Mumbai CSMT Vande Bharat Express,1230.3
333,737,Central Line: Mumbai CSMT → Khopoli (Fast),146.2
334,129,Sealdah - Lalgola MEMU Passenger,989.5
334,486,Lalgola - Sealdah MEMU Passenger,752.6
335,324,Vasai Road-Diva Line (main): Diva =>Vasai Road,402.0
335,370,Vasai Road-Diva Line (main): Vasai Road => Diva,579.1
336,340,Pune Suburban Railway: Lonavala → Pune,317.6
336,432,Pune Suburban Railway: Pune → Lonavala,576.9
337,80,Passenger 51974: Jaipur → Mathura,660.0
337,375,Passenger 51973: Mathura → Jaipur,461.5
338,119,Western Line (slow): Churchgate => Virar,195.4
338,429,Western Line (Slow): Virar => Churchgate,141.3
339,351,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,1569.9
339,351,Daily Express 16512: Kannur → KSR Bengaluru,1569.9
340,336,Pune Suburban Railway: Pune → Lonavala,317.5
340,712,Pune Suburban Railway: Lonavala → Pune,358.6
341,99,Central Line: Mumbai CSMT → Kalyan Junction (Slow),136.5
341,732,Central Line: Kalyan Junction → Mumbai CSMT (Slow),134.6
342,351,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,5778.2
342,390,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,5970.1
342,539,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,1462.0
342,540,Daily Express 16512: Kannur → KSR Bengaluru,2209.3
343,14,Train Rajdhani Express 12306: New Delhi → Howrah (via Patna),13351.2
343,14,Train Rajdhani Express 12302: New Delhi → Howrah (via Gaya),13352.4
343,14,Train Rajdhani Express 20408: New Delhi → Ranchi (via Japla),13351.2
343,14,Train Rajdhani Express 12454: New Delhi → Ranchi (via Chopan),13351.2
343,14,Train Rajdhani Express 22824: New Delhi → Bhubaneswar (via Tatanagar),13352.1
343,14,Train Rajdhani Express 22812: New Delhi → Bhubaneswar (via Adra),13352.1
343,14,Train Rajdhani Express 20818: New Delhi → Bhubaneswar (via Sambalpur City),13352.1
343,29,Train Rajdhani Express 20501: Agartala → Anand Vihar Terminal,27781.9
343,188,Duronto Express: New Delhi -> Sealdah,22034.0
343,188,Train Rajdhani Express 20840: New Delhi → Ranchi (via Bokaro Steel City),22032.9
343,188,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,22034.6
343,416,Shatabdi Express 12004: New Delhi → Lucknow,5071.1
343,504,Duronto Express: Sealdah -> New Delhi,28265.4
343,504,Train Rajdhani Express 12301: Howrah → New Delhi (via Gaya),28276.8
343,504,Train Rajdhani Express 22811: Bhubaneswar → New Delhi (via Adra),28271.4
343,504,Train Rajdhani Express 20839: Ranchi → New Delhi (via Bokaro Steel City),28269.5
343,504,Train Rajdhani Express 22823: Bhubaneswar → New Delhi (via Tatanagar),28270.4
343,504,Train Rajdhani Express 20817: Bhubaneswar → New Delhi (via Sambalpur City),28271.4
343,504,Train Rajdhani Express 12453: Ranchi → New Delhi (via Chopan),28269.8
343,504,Train Rajdhani Express 12305: Howrah → New Delhi (via Patna),28276.8
343,504,Train Rajdhani Express 20407: Ranchi → New Delhi (via Japla),28269.8
343,523,Lucknow Junction - Agra Fort InterCity Semifast Express,800.8
343,547,Shatabdi Express 12003: Lucknow → New Delhi,5875.7
343,705,Agra Fort - Lucknow Junction InterCity Semifast Express,1230.5
344,532,Train Express 15018: Gorakhpur → Mumbai LTT,593.0
344,620,Train Express 15017: Mumbai LTT → Gorakhpur,373.2
345,232,Train Express 15018: Gorakhpur → Mumbai LTT,2031.5
345,493,Train Express 15017: Mumbai LTT → Gorakhpur,1096.1
346,106,Central Line: Khopoli → Mumbai CSMT (Fast),477.7
346,411,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,1461.9
346,411,Train Duronto Express 12219: Mumbai LTT → Secunderabad,1461.9
346,518,Central Line: Mumbai CSMT → Khopoli (Fast),225.2
346,556,Train 11021 Chalukya Express: Dadar → Tirunelveli,5179.1
347,358,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,978.5
348,686,Train Vande Bharat Express 20672: Bengaluru Cantonment → Madurai,4909.2
349,419,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,3938.1
349,700,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,12721.5
350,703,Central Line: Kasara → Mumbai CSMT (Fast),411.1
351,342,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,5777.9
351,438,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,3112.7
351,439,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,3171.2
351,439,Daily Express 16512: Kannur → KSR Bengaluru,3171.2
352,179,Pune Suburban Railway: Lonavala → Pune,228.9
352,550,Pune Suburban Railway: Pune → Lonavala,186.7
353,296,Chennai MRTS: Chennai Beach → Saint Thomas Mount,70.4
353,389,Chennai MRTS: Saint Thomas Mount → Chennai Beach,66.4
354,481,Diva -> Roha MEMU,933.0
355,207,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,362.7
356,310,Train Rajdhani Express 12425: New Delhi → Jammu Tawi,5148.8
356,534,Train Rajdhani Express 12426: Jammu Tawi → New Delhi,1247.9
357,428,Train Express 15017: Mumbai LTT → Gorakhpur,4294.5
357,637,Train Express 15018: Gorakhpur → Mumbai LTT,3626.3
358,277,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,849.8
359,58,Train Rajdhani Express 22691: Bengaluru → Hazrat Nizamuddin,15048.7
359,293,Charminar Express: Chennai => Hyderabad,9214.3
359,617,Train Rajdhani Express 22692: Hazrat Nizamuddin → Bengaluru,8822.0
359,730,Charminar Express: Hyderabad => Chennai,14399.1
360,214,Central Line: Mumbai CSMT → Khopoli (Fast),88.0
360,518,Central Line: Khopoli → Mumbai CSMT (Fast),306.8
361,196,Train MEMU 66591: KSR Bengaluru → Kolar,372.4
362,694,Central Line: Kasara → Mumbai CSMT (Fast),498.8
362,723,Central Line: Mumbai CSMT → Kasara (Fast),540.0
363,179,Pune Suburban Railway: Pune → Lonavala,150.6
363,631,Pune Suburban Railway: Lonavala → Pune,265.6
364,670,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,265.2
365,400,Hyderabad MMTS: Lingampalli → Hyderabad,77.8
365,400,Hyderabad MMTS: Falaknuma → Hyderabad,77.8
365,400,Hyderabad MMTS: Medchal → Hyderabad,77.8
365,400,Hyderabad MMTS: Secunderabad → Hyderabad,77.8
365,498,Hyderabad MMTS: Hyderabad → Lingampalli,82.1
365,498,Hyderabad MMTS: Hyderabad → Medchal,82.1
366,333,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,4270.7
366,410,Train Duronto Express 12220: Secunderabad → Mumbai LTT,4459.6
367,446,Harbour Line: Panvel → Mumbai CSMT,132.8
367,446,Trans-Harbour Line: Panvel => Thane,132.8
367,524,Harbour Line: Mumbai CSMT → Panvel,240.1
368,499,Train Express 15018: Gorakhpur → Mumbai LTT,2892.2
368,662,Train Express 15017: Mumbai LTT → Gorakhpur,1075.4
369,64,Harbour Line: Goregaon → Mumbai CSMT,114.1
369,64,Western Line (Slow): Virar => Churchgate,114.7
369,605,Harbour Line: Mumbai CSMT → Goregaon,119.3
369,606,Western Line (slow): Churchgate => Virar,101.0
370,105,Vasai Road-Diva Line (main): Vasai Road => Diva,525.9
370,335,Vasai Road-Diva Line (main): Diva =>Vasai Road,579.2
371,42,Central Line: Kasara → Mumbai CSMT (Fast),789.1
371,703,Central Line: Mumbai CSMT → Kasara (Fast),440.5
372,125,Harbour Line: Panvel → Mumbai CSMT,161.8
372,125,Trans-Harbour Line: Panvel => Thane,161.8
372,446,Harbour Line: Mumbai CSMT → Panvel,179.2
372,446,Trans-Harbour Line: Thane => Panvel,179.2
373,59,Nerul–Uran line (Uran->Nerul),144.5
373,59,Nerul–Uran line: Uran → CBD Belapur,144.5
373,578,Nerul–Uran line (Nerul -> Uran),405.8
373,578,Nerul–Uran line: CBD Belapur → Uran,405.8
374,477,Train Express 14521: Delhi → Ambala Cantonment,1574.7
374,597,Train Express 14522: Ambala Cantonment → Delhi,663.5
375,237,Passenger 51973: Mathura → Jaipur,425.2
375,337,Passenger 51974: Jaipur → Mathura,461.6
376,151,Train Express 15018: Gorakhpur → Mumbai LTT,1970.8
376,275,Train Express 15017: Mumbai LTT → Gorakhpur,2268.6
377,414,Central Line: Khopoli → Mumbai CSMT (Fast),179.5
378,425,Harbour Line: Mumbai CSMT → Goregaon,105.4
378,711,Harbour Line: Goregaon → Mumbai CSMT,128.7
379,436,Chennai Beach - Tambaram suburban line,109.0
380,115,Train Rajdhani Express 20840: New Delhi → Ranchi (via Bokaro Steel City),7420.2
380,236,Train Rajdhani Express 22811: Bhubaneswar → New Delhi (via Adra),4851.5
380,236,Train Rajdhani Express 20839: Ranchi → New Delhi (via Bokaro Steel City),4851.3
380,236,Train Rajdhani Express 22823: Bhubaneswar → New Delhi (via Tatanagar),4851.5
380,236,Train Rajdhani Express 20817: Bhubaneswar → New Delhi (via Sambalpur City),4851.5
380,316,Train Gangadamodar Express 13329: Dhanbad Junction → Patna Junction,7433.6
380,503,Train Rajdhani Express 22824: New Delhi → Bhubaneswar (via Tatanagar),6401.9
380,503,Train Rajdhani Express 22812: New Delhi → Bhubaneswar (via Adra),6401.9
380,503,Train Rajdhani Express 20818: New Delhi → Bhubaneswar (via Sambalpur City),6401.9
380,526,Train Gangadamodar Express 13330: Patna Junction → Dhanbad Junction,5154.2
382,75,Shabd Bhedi Superfast Express: => Ghazipur,6420.0
382,78,Hazarduari Express: Krishnanagar => Lalgola,1276.7
383,11,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,5246.5
383,347,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,1487.1
383,681,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,4253.7
384,38,Passenger 51974: Jaipur → Mathura,386.4
384,98,Passenger 51973: Mathura → Jaipur,481.0
385,105,Vasai Road-Diva Line (main): Diva =>Vasai Road,503.2
385,210,Vasai Road-Diva Line (main): Vasai Road => Diva,334.4
385,210,Central Line: Kalyan Junction → Mumbai CSMT (Slow),318.4
385,215,Central Line: Mumbai CSMT → Kalyan Junction (Slow),90.1
386,238,Trans-Harbour Line (Vashi => Thane),109.7
386,238,Trans-Harbour Line: Panvel => Thane,109.7
386,699,Trans-Harbour Line (Thane => Vashi),222.4
386,699,Trans-Harbour Line: Thane => Panvel,222.6
387,538,Chennai Central - Thiruvallur suburban line,136.5
388,281,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,28642.6
388,281,Train Rajdhani Express 22413: Madgaon → Hazrat Nizamuddin,28641.8
388,281,12907 Maharashtra Sampark Kranti Superfast Express,28642.2
388,480,Train Rajdhani Express 12952: New Delhi → Mumbai Central,14552.2
388,504,Train Rajdhani Express 12951: Mumbai Central → New Delhi,28960.7
388,581,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,16244.9
388,581,Train Rajdhani Express 12954: Hazrat Nizamuddin → Mumbai Central,16244.9
388,581,Train Rajdhani Express 22414: Hazrat Nizamuddin → Madgaon,16244.9
388,581,12908 Maharashtra Sampark Kranti Superfast Express,16244.9
388,613,Train Rajdhani Express 12953: Mumbai Central → Hazrat Nizamuddin,7216.2
388,613,Train 12903 Golden Temple Mail: Bandra Terminus → Amritsar,7216.2
389,259,Chennai MRTS: Saint Thomas Mount → Chennai Beach,64.0
389,353,Chennai MRTS: Chennai Beach → Saint Thomas Mount,67.7
390,342,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,5970.8
390,560,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,1746.1
390,632,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,5481.0
391,91,Hazarduari Express: Krishnanagar => Lalgola,1953.6
391,574,Hazarduari Express: Lalgola => Krishnanagar,1796.9
392,599,Train Vande Bharat Express 26651: KSR Bengaluru → Ernakulam Junction,11178.6
392,599,Train Vande Bharat Express 20672: Bengaluru Cantonment → Madurai,11178.6
393,582,Train Rajdhani Express 22413: Madgaon → Hazrat Nizamuddin,8260.3
393,682,Train Rajdhani Express 22414: Hazrat Nizamuddin → Madgaon,3456.6
394,746,Daily Express 16512: Kannur → KSR Bengaluru,4210.8
395,556,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,12235.8
395,648,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,4976.0
396,140,Harbour Line: Mumbai CSMT → Panvel,168.5
396,163,Harbour Line: Panvel → Mumbai CSMT,129.7
396,172,Central Line: Kalyan Junction → Mumbai CSMT (Fast),469.2
396,172,Central Line: Khopoli → Mumbai CSMT (Fast),469.2
396,172,Central Line: Kasara → Mumbai CSMT (Fast),469.2
396,240,Central Line: Mumbai CSMT → Kalyan Junction (Fast),273.7
396,240,Central Line: Mumbai CSMT → Kasara (Fast),273.7
396,240,Central Line: Mumbai CSMT → Khopoli (Fast),273.7
396,642,Central Line: Kalyan Junction → Mumbai CSMT (Slow),181.6
396,729,Central Line: Mumbai CSMT → Kalyan Junction (Slow),179.1
397,423,Train Vande Bharat Express 20704: Yesvantpur → Kacheguda,7399.5
398,20,Kalka Shatabdi Express: New Delhi -> Kalka,2951.2
398,522,Kalka Shatabdi Express: Kalka -> New Delhi,4701.4
399,689,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,1051.8
400,293,Hyderabad MMTS: Lingampalli → Hyderabad,99.5
400,293,Hyderabad MMTS: Falaknuma → Hyderabad,99.5
400,293,Hyderabad MMTS: Medchal → Hyderabad,99.5
400,293,Hyderabad MMTS: Secunderabad → Hyderabad,98.5
400,365,Hyderabad MMTS: Hyderabad → Lingampalli,77.9
400,365,Hyderabad MMTS: Hyderabad → Medchal,77.9
401,435,Hyderabad MMTS: Lingampalli → Medchal,69.1
401,435,Hyderabad MMTS: Secunderabad → Medchal,69.1
401,435,Hyderabad MMTS: Hyderabad → Medchal,69.1
401,617,Hyderabad MMTS: Medchal → Hyderabad,179.3
401,617,Hyderabad MMTS: Medchal → Lingampalli,179.3
402,97,Hazarduari Express: Lalgola => Krishnanagar,779.1
402,97,Lalgola - Sealdah MEMU Passenger,779.2
403,114,Shatabdi Express 12002: New Delhi → Rani Kamlapati,4407.5
403,735,Shatabdi Express 12001: Rani Kamlapati → New Delhi,6158.4
404,89,Train Express 15018: Gorakhpur → Mumbai LTT,893.3
404,600,Train Express 15017: Mumbai LTT → Gorakhpur,679.6
405,445,Train Express 15017: Mumbai LTT → Gorakhpur,1768.6
405,494,Train Express 15018: Gorakhpur → Mumbai LTT,3325.5
406,474,Chennai MRTS: Chennai Beach → Saint Thomas Mount,63.1
406,680,Chennai MRTS: Saint Thomas Mount → Chennai Beach,85.5
407,132,Hyderabad MMTS: Lingampalli → Hyderabad,133.2
407,132,Hyderabad MMTS: Ramchandrapuram → Falaknuma,133.3
407,132,Hyderabad MMTS: Lingampalli → Falaknuma,133.2
407,132,Hyderabad MMTS: Lingampalli → Medchal,133.2
407,132,Hyderabad MMTS: Lingampalli → Umdanagar,133.2
407,132,Hyderabad MMTS: Lingampalli → Secunderabad,133.2
407,132,Hyderabad MMTS: Lingampalli → Ghatkesar,133.2
407,669,Hyderabad MMTS: Falaknuma → Ramachandrapuram,250.2
408,611,Delhi Ring Railway,144.4
409,178,Train Rajdhani Express 12453: Ranchi → New Delhi (via Chopan),6596.6
409,178,Train Rajdhani Express 20407: Ranchi → New Delhi (via Japla),6596.6
409,575,Train Rajdhani Express 20408: New Delhi → Ranchi (via Japla),4686.7
409,575,Train Rajdhani Express 12454: New Delhi → Ranchi (via Chopan),4686.7
410,346,Train Duronto Express 12219: Mumbai LTT → Secunderabad,3493.9
410,675,Train Express 15017: Mumbai LTT → Gorakhpur,1145.9
411,366,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,242.8
411,366,Train Duronto Express 12220: Secunderabad → Mumbai LTT,242.8
411,432,Pune Suburban Railway: Lonavala → Pune,541.9
411,556,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,3929.6
411,556,Train Duronto Express 12219: Mumbai LTT → Secunderabad,3929.6
